venue_id,slug,venue_name,alternate_names,venue_type,claim_status,listing_status,is_verified,country,region,city,area,full_address,postal_code,latitude,longitude,google_maps_url,directions_short,phone_primary,phone_secondary,email,website_url,facebook_url,instagram_url,viber_url,reclub_url,external_booking_url,external_booking_provider,court_count,indoor_outdoor,covered_uncovered,surface_type,has_dedicated_lines,has_permanent_nets,has_open_play,has_coaching,has_court_rental,is_beginner_friendly,allows_walkins,amenity_air_conditioning,amenity_tournament_lighting,amenity_parking,amenity_showers,amenity_lockers,amenity_seating_area,amenity_water_refill,amenity_cafe_food,amenity_paddle_rental,amenity_pro_shop,amenity_wifi,amenity_covered_terrace,price_from_amount,price_from_unit,price_from_label,additional_rates,pricing_currency,pricing_notes,pricing_last_verified_at,hours_monday_open,hours_monday_close,hours_monday_note,hours_tuesday_open,hours_tuesday_close,hours_tuesday_note,hours_wednesday_open,hours_wednesday_close,hours_wednesday_note,hours_thursday_open,hours_thursday_close,hours_thursday_note,hours_friday_open,hours_friday_close,hours_friday_note,hours_saturday_open,hours_saturday_close,hours_saturday_note,hours_sunday_open,hours_sunday_close,hours_sunday_note,hours_timezone,hours_last_verified_at,custom_tagline,custom_highlights,custom_caveats,editorial_note,main_image_url,gallery_image_urls,image_credits,source_urls,data_completeness,data_quality_notes,last_verified_at,primary_pricing_model,booking_slot_minutes,booking_advance_window_days,accepts_walk_ins,pricing_blocks_last_verified_at
ph-john-hay-sports-pavilion-baguio,john-hay-sports-pavilion,John Hay Sports Pavilion (Camp John Hay Pickleball),Camp John Hay Pickleball; Camp John Hay PB; John Hay Sports Pavilion,,unclaimed,published,FALSE,Philippines,Benguet,Baguio,Camp John Hay,"John Hay Sports Pavilion, behind John Hay Convention Center, Camp John Hay, Baguio City, Benguet 2600",,,,https://maps.google.com/?q=John+Hay+Convention+Center+Camp+John+Hay+Baguio,,Contact John Hay Hotels,,unknown,unknown,unknown,unknown,,unknown,unknown,custom,,,covered,usap-standard surface (usa pickleball association specifications),unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,TRUE,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Facility Use Fee (no membership),,PHP,No membership fee — only a minimal facility use fee. Exact rates: contact John Hay Hotels or visit on-site.,,08:00,23:00,,08:00,23:00,,08:00,23:00,,08:00,23:00,,08:00,23:00,,08:00,23:00,,08:00,23:00,,Asia/Manila,,"Baguio's NEWEST premium pickleball venue (June 2025): 4 USAP-Standard courts at Camp John Hay Sports Pavilion — no membership, daily 8am-11pm, backed by PSC/BCDA.","NEW WORLD-CLASS FACILITY (opened June 2, 2025); 4 USAP-Standard Pickleball Courts; NO MEMBERSHIP FEE (only minimal use fee); open to public daily 8am-11pm (15 hrs/day); backed by Philippine Sports Commission + BCDA; located in historic Camp John Hay; Baguio's cool climate (18-22°C); adjacent to Convention Center with full amenities; developed with PBA-level endorsements (Asi Taulava); expansion planned (MOA March 2026) for sports tourism hub; combines pickleball + 3x3 basketball (FIBA standard)",Very new facility (review base still building); Baguio is 6+ hour drive from Manila via TPLEX; facility use fee details not publicly published (must inquire on-site); access through Camp John Hay requires entry coordination,"NEW FACILITY — Grand opened June 2, 2025. Features 4 USAP (USA Pickleball) Standard Courts + 3 FIBA Standard 3x3 Basketball courts.",https://drive.google.com/file/d/1UAMy-RICfF632U-mlLPhUaz5cSh0kQah/view?usp=drive_link,https://drive.google.com/file/d/1P8tkOMHLNwRl4t-3v3ucT1mtTo_Sv6Z6/view?usp=drive_link|Unknown|Unknown,,https://amiananbalitangayon.com/john-hay-sports-pavilion-now-open-to-public/|https://www.manilatimes.net/2025/08/21/regions/camp-john-hay-eyed-as-world-class-sports-hub/2170980|unknown,complete,,,membership,,,unknown,
ph-proving-grounds-sports-center-pangasinan,proving-grounds-sports-center,Proving Grounds Sports Center,Proving Grounds; Proving Grounds PB,,unclaimed,published,FALSE,Philippines,Pangasinan,Pangasinan,Pangasinan,Pangasinan,,,,https://maps.google.com/?q=Proving+Grounds+Sports+Center+Pangasinan,,63 917 814 6111 (Nancy B. - GCash for booking),,unknown,unknown,https://www.facebook.com/profile.php?id=61567419666972,unknown,,https://reclub.co/m/KKEUT0,unknown,custom,,mixed,,hard,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,100,,Per Person (Open Play),,PHP,₱100/person Wednesday Open Play. Pay GCash 0917 814 6111 (Nancy B.). Paid slots non-transferable; no refunds for no-shows.,,,,Unknown,,,Unknown,,,Pickleball Open Play 6:00 PM - 10:00 PM (₱100/person),,,Unknown,,,Unknown,,,Unknown,,,Unknown,Asia/Manila,,"Reclub-verified Pangasinan PB venue —  Wednesday Open Play 6-10pm ₱100/person, GCash 0917 814 6111.",Affordable ₱100/person Wednesday Open Play; Reclub-verified Pangasinan venue; sports center setting (likely good amenities); structured pay-first policy ensures committed players; consistent weekly schedule,Wednesday-only verified slot (other days unconfirmed); strict no-refund policy; exact address requires Reclub map link,Proving Grounds Sports Center is a Reclub-verified Pangasinan PB venue.,https://drive.google.com/file/d/1qD1vBgKYJ4s4u6eNfumiB2kpE_H-XsDd/view?usp=drive_link,https://drive.google.com/file/d/1CVDLLJsQOSoC_IUolI2XElm4CI9fzZ08/view?usp=drive_link|https://drive.google.com/file/d/1VOigq4IXrOgswVtAlFRvXjpEk0V8ojyh/view?usp=drive_link|Unknown,,https://reclub.co/m/KKEUT0|unknown|unknown,complete,,,session_per_player,,,unknown,
ph-asingan-paddlers-pickleball-club-asingan,asingan-paddlers-pickleball-club,Asingan Paddlers Pickleball Club,Angela Valdez HS Pickleball; Asingan PB Club,,unclaimed,published,FALSE,Philippines,Pangasinan,Asingan,Angela Valdez High School,"Angela Valdez High School, Asingan, Pangasinan 2439",,,,https://maps.google.com/?q=Angela+Valdez+High+School+Asingan+Pangasinan,,"63 965 370 7905 (Jonathan Jover, Coach)",,jothanjover@yahoo.com,unknown,https://www.facebook.com/AsinganPickleballClub,unknown,,unknown,unknown,custom,3,mixed,mixed,hard (school court surface),unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,,FREE,,PHP,FREE community access — call Coach Jonathan Jover to coordinate schedule.,,,,unknown,,,unknown,,,unknown,,,unknown,,,unknown,,,unknown,,,unknown,Asia/Manila,,"FREE community pickleball at Angela Valdez High School in Asingan Pangasinan — 3 covered/outdoor courts, Coach Jonathan Jover 0965-370-7905.",FREE pickleball access; 3 covered/outdoor courts; active community coach (Jonathan Jover); public high school setting welcoming to all; verified PPF-aligned club; accessible eastern Pangasinan location (30 min from Urdaneta),School-based (access depends on school schedule); call-to-schedule format (no walk-in open play); limited amenities (bring own supplies); rural Pangasinan location (4-5 hrs from Manila),"VERIFIED via pickleball.ph PDF. Community pickleball club based at Angela Valdez High School in Asingan Pangasinan. 3 covered/outdoor courts. FREE to play — community-run club. Asingan is an inland municipality in eastern Pangasinan, about 30 minutes east of Urdaneta City. Contact Coach Jonathan Jover directly to arrange play.",unknown,unknown|unknown|unknown,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf|https://www.pickleheads.com/courts/ph/ilocos-region/asingan/asingan-paddlers-pickleball-club|https://www.pickleheads.com/courts/ph/ilocos-region/asingan/asingan-paddlers-pickleball-club,complete,,,free,,,unknown,
ph-the-playground-bayambang,the-playground,The PLAYGROUND Bayambang (Bayambang Pickleball League),The PLAYGROUND; Bayambang Pickleball League; BPL,,unclaimed,published,FALSE,Philippines,Pangasinan,Bayambang,Route 242 (Bayambang Pangasinan),"The PLAYGROUND, Route 242, Bayambang, Pangasinan 2423",,,,https://maps.google.com/?q=The+PLAYGROUND+Route+242+Bayambang+Pangasinan,,Via Coach EA on Reclub,,unknown,unknown,unknown,unknown,,https://reclub.co/m/CPX0AP,unknown,custom,,mixed,,hard,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,180,,Per Player,,PHP,₱180/player BPL All-Level Open Play. Pay via Coach EA on Reclub.,,,,unknown,,,unknown,,,unknown,,,unknown,,,unknown,,,"BPL Morning Open Play (Community Rally Night, ₱180/player, All Levels)",,,unknown,Asia/Manila,,"Bayambang Pickleball League (BPL) at The PLAYGROUND Route 242 Bayambang Pangasinan — All Levels welcomepaddle-stacking rotation, Coach EA hosts.","Affordable ₱180/player; ALL LEVELS welcome — 'beginners, intermediate, advanced'; paddle stacking ensures fair matchups; stronger players paired with developing players (great learning environment); coaching during games allowed with partner consent; Coach EA hosts; western Pangasinan accessibility; central inland location",Saturday Morning verified slot — other days unconfirmed; western Pangasinan location (Bayambang is 1-1.5 hrs from Urdaneta City); exact address via Reclub map only; smaller community vs larger urban venues,"The PLAYGROUND is a Reclub-verified Pangasinan PB venue . Bayambang Pickleball League (BPL) hosts All-Level Open Plays — beginners through advanced welcome. Coach EA is the host. Saturday Morning BPL OP (Community Rally Night). Format: Open play rotation with paddle stacking, paddle stacking ensures fair and balanced matchups, players rotate after each game. Stronger players paired with developing players. Standard doubles format.",https://drive.google.com/file/d/175ATH0Pv-UGeFRwokAq7zoIwHuM7IZTH/view?usp=sharing,unknown|unknown|unknown,,https://reclub.co/m/CPX0AP|unknown|unknown,complete,,,session_per_player,,,unknown,
ph-narra-pickle-court-san-jose-city,narra-pickle-court,Narra Pickle Court (San Jose City),Narra Pickle Court; San Jose Pickleball Hub; Narra Lodge Pickleball,community_court,unclaimed,published,FALSE,Philippines,Nueva Ecija,San Jose City,Encarnacion Street,"171 Encarnacion Street, San Jose City, Nueva Ecija 3121",,,,https://maps.google.com/?q=171+Encarnacion+San+Jose+City+Nueva+Ecija,,Contact host Chukoy via Reclub,,unknown,unknown,https://www.facebook.com/p/Narra-Pickleball-Court-61585918425329/,unknown,,https://reclub.co/m/HE1X1H,unknown,custom,,mixed,,hard,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,150,,Per Player,,PHP,₱150/player Monday and Tuesday 5pm Open Plays. Pay via Reclub to host Chukoy.,,,,Pickleball Doubles with Chukoy 5:00 PM (₱150/player),,,Pickle Tuesday 5:00 PM (₱150/player),,,Unknown,,,unknown,,,unknown,,,unknown,,,unknown,Asia/Manila,,"San Jose City Nueva Ecija's verified PB court at Narra Pickle Court 171 Encarnacion — Reclub Mon+Tue 5pm ₱150/player, host Chukoy.",Reclub-verified community PB court in San Jose City Nueva Ecija; affordable ₱150/player; consistent Monday + Tuesday 5pm weekly schedule; Encarnacion St central location; likely multi-sport facility (badminton + PB at Narra Lodge); hosted by active Reclub user Chukoy,Only Mon + Tue confirmed (other days unconfirmed); host-managed (need to coordinate via Reclub); San Jose City is far from Manila (5 hrs via SCTEX/TPLEX); exact court count not publicly listed,"CLARIFICATION: 'San Jose Pickleball Hub' is most likely Narra Pickle Court at 171 Encarnacion Street San Jose City Nueva Ecija 3121. Reclub-verified weekly Monday and Tuesday open plays at 5:00 PM, ₱150/player, hosted by Chukoy. Located on Encarnacion Street — same street as Narra Lodge Badminton Court (verified Foursquare entry), suggesting Narra Lodge is a multi-sport facility with both badminton and pickleball. San Jose City is in northern Nueva Ecija (~2 hours north of Cabanatuan, 5 hours from Manila via SCTEX/TPLEX).",https://drive.google.com/file/d/1s4rK6f5Q_M-W68U1MZk08C0Fj7C5KQeV/view?usp=drive_link,unknown|unknown|unknown,,https://www.facebook.com/p/Narra-Pickleball-Court-61585918425329/|https://reclub.co/m/LPJE92|unknown,complete,,,session_per_player,,,unknown,
ph-bravo-pickleball-vista-mall-bataan-balanga,bravo-pickleball-vista-mall-bataan-balanga,Bravo Pickleball Vista Mall Bataan,Bravo Pickleball; Bravo Vista Mall Bataan; Pickleball Media Bravo Bataan,mall_venue,unclaimed,published,FALSE,Philippines,Bataan,Balanga,Vista Mall Bataan,"Vista Mall Bataan, Balanga City, Bataan",,,,https://maps.google.com/?q=Vista+Mall+Bataan+Balanga,,63 956 713 7167 (BRAVO admin),,Contact via Bravo Pickleball Facebook page,unknown,https://www.facebook.com/search?q=Bravo+Pickleball+Vista+Mall+Bataan,unknown,,https://reclub.co/clubs/@bravo-pickleball-vista-mall-bataan,unknown,custom,,indoor,,"acrylic (pro-standard, tournament-grade)",unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Per Session / Per Court Rental,,PHP,Call BRAVO admin at 0956-713-7167 for current schedule and rates. Prices vary by skill-leveled open play and court rental.,,,,unknown,,,unknown,,,"Open Play (skill-leveled, schedule varies)",,,"Open Play (skill-leveled, schedule varies)",,,"Open Play (skill-leveled, schedule varies)",,,"Open Play (skill-leveled, schedule varies)",,,"Open Play (skill-leveled, schedule varies)",Asia/Manila,,"Bataan's premier PB venue: 3 pro-standard acrylic courts at Vista Mall Bataan, fully AC, drill machine + coaching, Wed-Sun open plays — call 0956-713-7167.",3 PRO-STANDARD ACRYLIC HARDCOURTS (tournament-grade); FULLY AIR-CONDITIONED (premium for hot Bataan climate); HEAVY DUTY NETS; DRILL MACHINE for skill development (rare); coaching available; skill-leveled Open Plays Wed-Sun; convenient Vista Mall location with parking + food + amenities; owned by Pickleball Media (professional operator); perfect for tournament prep,Mall-hour limited (typically 10am-9pm); Mondays + Tuesdays unconfirmed for open play; rates not publicly listed (must call); single venue option in Bataan (limits competition pricing),"Bravo Pickleball at Vista Mall Bataan is the verified Bataan PB venue. 3 PRO-STANDARD ACRYLIC PICKLEBALL HARDCOURTS with heavy duty nets. Fully air-conditioned. Operates during mall hours. Court rentals, drill machine, and coaching available. Open Plays Wed-Sun for different skill levels. Owned and operated by Pickleball Media. Vista Mall Bataan is in Balanga City.",https://drive.google.com/file/d/1EYYJJuWd6RQ9dGUX65mghW_wTS0HayS2/view?usp=drive_link,unknown|unknown|unknown,,https://reclub.co/clubs/@bravo-pickleball-vista-mall-bataan|https://www.facebook.com/profile.php?id=61587315084629|unknown,needs_review,,,session_per_player,,,unknown,
ph-2916-pickleballers-guillermo-badminton-and-pickleball-court-bacarra,2916-pickleballers-guillermo-badminton-and-pickleball-court,2916 Pickleballers @ Guillermo Badminton & Pickleball Court (Bacarra),2916 Pickleball Group; Guillermo Badminton & Pickleball Court; Bacarra Pickleball; Ilocos Norte Pickleball Club,multi_sport_venue,unclaimed,published,FALSE,Philippines,Ilocos Norte,Bacarra,Bacarra (postal 2916),"Guillermo Badminton & Pickleball Court, Bacarra, Ilocos Norte 2916",,,,https://maps.google.com/?q=Guillermo+Badminton+Pickleball+Court+Bacarra+Ilocos+Norte,,09171467707 or Via Reclub @2916pickleballers..ph DM,,noelguillermo_bio09@yahoo.com,unknown,https://www.facebook.com/profile.php?id=61576569902169,unknown,,https://reclub.co/clubs/@2916pickleballers..ph,unknown,custom,,mixed,,hard,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Per Session,,PHP,Pricing via Reclub @2916pickleballers..ph,,,,9:00AM11:00PM,,,9:00AM11:00PM,,,9:00AM11:00PM,,,9:00AM11:00PM,,,9:00AM11:00PM,,,Saturday Open Play All Levels (8:00 PM),,,unknown,Asia/Manila,,"Verified Ilocos Norte PB community at Guillermo Badminton & Pickleball Court Bacarra — 2916 Pickleballers, Saturday All Levels Open Play via Reclub.","Verified Reclub community in Ilocos Norte (2916 Pickleballers); 'all levels' welcoming culture; community focused on learning, teamwork, sportsmanship; multi-purpose badminton + pickleball court; Saturday Open Play All Levels; near Laoag (Bacarra is directly north)",Saturday-only confirmed (other days unconfirmed); exact court count not publicly listed; Bacarra is municipality north of Laoag (small town location),"2916 Pickleballers is the verified Ilocos Norte pickleball community based at Guillermo Badminton & Pickleball Court in Bacarra. Multi-purpose badminton + pickleball facility. Saturday Open Play All Levels regularly scheduled. Friendly, beginner-welcoming culture.",https://drive.google.com/file/d/1FAZKKJT3Sqlc_QrZ_FDE2hrJcHRFqcWu/view?usp=drive_link,https://drive.google.com/file/d/1enJYDuWVbUCP8_T35WM29oJJQrc6_1rQ/view?usp=drive_link|unknown|unknown,,https://reclub.co/clubs/@2916pickleballers..ph|https://www.facebook.com/search/top/?q=2916%20Pickleballers%20%40%20Guillermo%20Badminton%20%26%20Pickleball%20Court%20(Bacarra)|unknown,needs_review,,,session_per_player,,,unknown,
ph-metro-vigan-pickleball-club-vigan-city,metro-vigan-pickleball-club,Metro Vigan Pickleball Club (Pantay Daya Covered Court),Metro Vigan Pickleball Club; Pantay Daya Pickleball; Vigan Pickleball,,unclaimed,published,FALSE,Philippines,Ilocos Sur,Vigan City,Pantay Daya,"Pantay Daya Covered Court, Pantay Daya, Vigan City, Ilocos Sur 2700",,,,unknown,,Contact Ronald Singson via Reclub,,unknown,unknown,unknown,https://www.instagram.com/p/DOgFVmUiVH7/,,https://reclub.co/m/OUG438,unknown,custom,,mixed,covered,hard (covered court surface),unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,50,,Per Player,,PHP,₱50/player Wednesday 5pm Daily Open Play — one of the most affordable verified PB rates in PH.,,,,,,,,,,Daily Open Play 5:00 PM (₱50/player),,,,,,,,,,,,,Asia/Manila,,"VERIFIED Vigan Ilocos Sur pickleball at Pantay Daya Covered Court — only ₱50/player Wed 5pm, hosted by Ronald Singson (Metro Vigan Pickleball Club).",SUPER AFFORDABLE ₱50/player (one of cheapest verified rates in PH); covered court setting (weather-protected); Vigan City UNESCO World Heritage town tourist appeal; hosted by Ronald Singson + Irene Amian; new court (recent IG announcement); 2-hour drive from Laoag; central Ilocos Sur location,Wednesday-only confirmed (other days check Reclub); Vigan is 7-10 hrs drive from Manila; exact court count via Reclub only; Pantay Daya quarter requires familiarity,VERIFIED Reclub PB venue in Vigan. Located at Pantay Daya covered court in Vigan City Ilocos Sur. Pantay Daya is a quarter (district) of Vigan City — also home to the Immaculate Conception School of Theology (per Diocese of Laoag clergy list). Reclub host Ronald Singson — same surname as the Singson political family of Ilocos Sur. AFFORDABLE ₱50/PLAYER is one of the cheapest verified PB rates in the country.,unknown,unknown|unknown|unknown,,https://reclub.co/m/OUG438|https://www.instagram.com/p/DOgFVmUiVH7/|unknown,partial,source row status: partial,,session_per_player,,,unknown,
ph-santa-maria-picklers-santa-maria,santa-maria-picklers,Santa Maria Picklers (Pioneer Pickleball Court),Santa Maria Picklers; Sta Maria Pickleball; Pioneer Pickleball Court Sta Maria; Sta Maria Picklers Ilocos Sur,community_court,unclaimed,published,FALSE,Philippines,Ilocos Sur,Santa Maria,Various venues within Sta Maria (community-run),"Various venues within Santa Maria, Ilocos Sur 2705",,,,https://maps.google.com/?q=Santa+Maria+Ilocos+Sur,,Via FB page Santa Maria Picklers,,unknown,unknown,https://www.facebook.com/SantaMariaPicklers (search FB),unknown,,https://reclub.co/clubs/@santa-maria-picklers,unknown,custom,,,mixed,hard (varies),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,0,,FREE,,PHP,"FREE community access — 'No court fees, just bring your paddle and balls.' Tournaments have entry fees (e.g., 1st SMP Invitational ₱250).",2026-05-14,04:00,19:30,Start time from upcoming activity listing; end time not stated,04:00,19:30,Start time from upcoming activity listing; end time not stated,04:00,19:30,Start time from upcoming activity listing; end time not stated,04:00,19:30,Start time from upcoming activity listing; end time not stated,04:00,19:30,Start time from upcoming activity listing; end time not stated,04:00,19:30,Start time from upcoming activity listing; end time not stated,04:00,19:30,Start time from upcoming activity listing; end time not stated,Asia/Manila,,"FREE community pickleball in Santa Maria Ilocos Sur — DAILY open play at various venues, just bring own paddle and balls; verified Reclub Santa Maria Picklers.",ZERO COURT FEES (just bring own paddle + balls); DAILY open play; community-built welcoming group; multiple venues within Sta Maria for variety; has hosted invitational tournaments (1st SMP Invitational); UNESCO-heritage town setting (Minor Basilica of Our Lady of the Assumption nearby); ALL skill levels welcome,"Roaming-venue model means location changes daily (must coordinate via Reclub/FB); bring your own equipment (no rental); Santa Maria is small municipality (30,000 pop); no fixed dedicated court count",VERIFIED Reclub community in Santa Maria Ilocos Sur. ROAMING-VENUE community model — 'Games are held in various venues within Santa Maria.' DAILY OPEN PLAY. ZERO COURT FEES — players just bring their own paddles and balls. Has hosted '1st SMP Invitational Tournament' (₱250/player tournament fee). Has Facebook page 'Santa Maria Picklers'. 'Pioneer Pickleball Court' may be one specific venue within Sta Maria where the group plays.,https://docs.google.com/spreadsheets/d/1FND3rU5bdvME32NPHEQzk3o-TrqOtGMqpYQKV2hhrWg/edit?usp=sharing,https://drive.google.com/file/d/1ihDb4Gr5DTAsp7wYTm9-CgP4-9rC5qE4/view?usp=sharing|Unknown|Unknown,,https://reclub.co/clubs/@santa-maria-picklers|https://reclub.co/m/UDHJZY|unknown,needs_review,,2026-05-14,mixed,,,unknown,
ph-kalamandarin-pickleball-court-cabanatuan,kalamandarin-pickleball-court,Kalamandarin Pickleball Court,Kalamandarin Picklers; Kalamandarin pickleball club,,unclaimed,published,FALSE,Philippines,Nueva Ecija,Cabanatuan,"Q. Valino Street, Aduas Centro Cabanatuan Nueva Ecija","Q. Valino Street, Aduas Centro Cabanatuan Nueva Ecija",,,,https://maps.google.com/?q=Kalamandarin+Nueva+Ecija,,0917-314-7683,,klmndnkrs@gmail.com,Unknown,Unknown,Unknown,,Unknown,Unknown,custom,4,outdoor,uncovered,acrylic,unknown,unknown,TRUE,TRUE,unknown,TRUE,unknown,TRUE,TRUE,TRUE,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,150,,per head,,PHP,150 per head (franklin x40 ball included),,16:00,23:00,,16:00,23:00,,16:00,23:00,,16:00,23:00,,16:00,23:00,,16:00,23:00,,16:00,23:00,,Asia/Manila,,Strong surfaced Cabanatuan dedicated outdoor pickleball venue,4 outdoor courts / free play,Tape lines / portable nets,"There are 4 outdoor acrylic courts. Tape lines have been laid, and portable nets are available. Players have access to lights, food, restrooms, water, and trainers or lessons. The courts are free. Call Emerson Ilustre",https://drive.google.com/file/d/1vCT0xmMTzu7OHThDdUn6lpVGZaPx46oD/view?usp=drive_link,https://drive.google.com/file/d/1IGzncPPvmcyntsz50lfJQjiI44ZG14MD/view?usp=drive_link|Unknown|Unknown,,https://reclub.co/clubs/@kalamandinkers|https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf|https://www.pickleheads.com/courts/ph/central-luzon/cabanatuan-city/kalamandarin-pickleball-court,complete,,,session_per_player,,,unknown,
ph-subic-bay-yacht-club-pickleball-olongapo,subic-bay-yacht-club-pickleball,Subic Bay Yacht Club Pickleball,Subic Bay Yacht Club; SBYC; Subic Bay Pickleballers Club home,private_club,unclaimed,published,FALSE,Philippines,Zambales,Olongapo,Subic Bay Freeport Zone (East side of Subic Bay),"Subic Bay Yacht Club, Subic Bay Freeport Zone, Olongapo City, Zambales 2200",,,,https://maps.google.com/?q=Subic+Bay+Yacht+Club,,Via Subic Bay Yacht Club marketing,,marketing@subicbayyachtclub.ph / marketing.sbyc@gmail.com / marina@sbyc.com.ph,https://subicbayyachtclub.ph/,https://www.facebook.com/SubicYachtClub/,https://www.instagram.com/subicbaypickleballers/,,https://reclub.co/clubs/@subic-bay-pickleballers,Unknown,custom,,,mixed,hard,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Membership / Per Stay,,PHP,Yacht club — membership or guest access required. Contact for pickleball-specific rates.,,,,Unknown,,,Unknown,,,Unknown,,,Unknown,,,Unknown,,,Unknown,,,Unknown,Asia/Manila,,Premier yacht club in Subic Bay Freeport with pickleball among recreation amenities — home of Subic Bay Pickleballers Club (active on Reclub @subic-bay-pickleballers).,"Premier 250-berth yacht club with pickleball recreation; Subic Bay Pickleballers Club active community (SBPC); 2,500 sqm pool complex; full amenities (gym, spa, restaurants, hotel rooms); marina + harbor views; 1.5 hrs from Manila; nostalgic ex-US Naval Base location",Members or guest access typically required; some TripAdvisor reviews mention maintenance/outdated facilities; pickleball specific court count and rates not publicly listed; premium pricing typical of yacht clubs,Premier yacht club on east side of Subic Bay (former US Naval Base area)Subic Bay Pickleballers Club (SBPC) is the active community club here on Reclub. 1.5 hours drive from Manila. 110km north of Manila.,https://drive.google.com/file/d/1cZxpoPOQZ5NPV12w6RRIghlx6rwFvGIO/view?usp=drive_link,Unknown|Unknown|Unknown,,https://subicbayyachtclub.ph/recreation/|https://reclub.co/clubs/@subic-bay-pickleballers|Unknown,complete,,,membership,,,unknown,
